Date;Average temperature (°F);Average humidity (%);Average dewpoint (°F);Average barometer (in);Average windspeed (mph);Average gustspeed (mph);Average direction (°deg);Rainfall for month (in);Rainfall for year (in);Maximum rain per minute;Maximum temperature (°F);Minimum temperature (°F);Maximum humidity (%);Minimum humidity (%);Maximum pressure;Minimum pressure;Maximum windspeed (mph);Maximum gust speed (mph);Maximum heat index (°F);Date1;Month;diff_pressure
16/03/2016;270;390;53;301;64;103;1080;8;29;0;328;197;560;270;30152;30023;230;311;328;16/03/2016;3;1,29E+16
17/03/2016;242;770;175;300;27;44;1080;1;31;0;285;203;870;390;30184;2997;115;161;285;17/03/2016;3;2,14E+15
18/03/2016;165;800;115;303;24;42;1140;1;31;0;227;93;860;720;30496;30175;104;138;227;18/03/2016;3;3,21E+16
19/03/2016;162;700;78;305;13;25;980;23;44;0;279;67;810;540;30615;3046;92;196;279;19/03/2016;3;1,55E+16
20/03/2016;268;460;43;304;30;50;940;26;47;0;518;-22;780;130;30688;29945;150;207;518;20/03/2016;3;7,43E+15
21/03/2016;495;240;129;297;114;168;990;26;47;0;602;370;430;120;29945;2949;242;368;602;21/03/2016;3;4,55E+16
22/03/2016;494;240;129;293;107;160;960;26;47;0;558;363;730;130;2948;29206;242;334;558;22/03/2016;3;2,74E+15
23/03/2016;279;800;222;297;34;55;980;3;5;0;361;233;910;520;30145;29287;207;288;361;23/03/2016;3;8,58E+15
24/03/2016;322;480;145;300;96;143;190;56;76;0;398;254;700;340;30154;29764;207;311;398;24/03/2016;3;3,9E+16
25/03/2016;299;510;134;298;92;132;570;57;78;0;372;203;840;290;29967;29685;253;357;372;25/03/2016;3;2,82E+16
26/03/2016;203;650;101;302;19;36;1050;57;78;0;309;90;800;460;30339;29942;104;173;309;26/03/2016;3;3,97E+16
27/03/2016;308;410;81;301;77;111;250;57;78;0;441;111;810;260;30356;29952;230;322;441;27/03/2016;3;4,04E+15
28/03/2016;390;400;151;298;33;54;920;57;78;0;527;272;640;180;29966;29551;196;219;527;28/03/2016;3;4,15E+15
29/03/2016;354;710;263;295;21;35;860;65;85;0;501;263;920;390;29643;29415;138;196;501;29/03/2016;3;2,28E+16
30/03/2016;303;530;147;297;81;120;700;67;87;0;373;267;790;380;29848;29523;196;288;373;30/03/2016;3;3,25E+15
31/03/2016;296;450;103;299;62;96;720;68;88;0;369;199;760;230;30105;29736;196;265;369;31/03/2016;3;3,69E+15
1/04/2016;311;410;89;302;56;87;580;0;89;0;471;167;640;200;30267;30069;161;253;471;1/04/2016;4;1,98E+15
2/04/2016;426;340;149;301;66;99;890;0;89;0;544;276;600;190;30267;29888;173;242;544;2/04/2016;4;3,79E+15
3/04/2016;464;330;178;299;95;141;1030;0;89;0;599;358;560;170;30076;29836;230;357;599;3/04/2016;4;2,4E+14
4/04/2016;486;380;219;300;49;73;1010;0;89;0;616;322;720;190;30153;29757;196;253;616;4/04/2016;4;3,96E+16
5/04/2016;398;450;190;299;96;149;960;4;93;0;477;329;840;260;30088;29684;265;472;477;5/04/2016;4;4,04E+15
6/04/2016;463;250;114;300;138;200;380;4;93;0;585;334;360;160;30121;29866;276;403;585;6/04/2016;4;2,55E+14
7/04/2016;471;380;221;300;48;79;1040;4;93;0;562;349;700;190;30116;29875;184;276;562;7/04/2016;4;2,41E+16
8/04/2016;412;530;224;301;18;34;1040;4;93;0;574;232;860;180;30222;29897;115;184;574;8/04/2016;4;3,25E+16
9/04/2016;481;450;260;297;91;134;1010;4;93;0;607;267;800;250;29924;29477;207;299;607;9/04/2016;4;4,47E+15
10/04/2016;453;540;289;296;71;105;1120;6;95;0;523;352;870;320;29873;29487;219;299;523;10/04/2016;4;3,86E+15
11/04/2016;391;780;325;300;21;39;1130;6;95;0;517;310;910;540;30089;29845;92;127;517;11/04/2016;4;2,44E+16
12/04/2016;415;670;297;300;36;54;1020;7;96;0;598;264;920;280;30096;29892;173;253;598;12/04/2016;4;2,04E+16
13/04/2016;455;570;281;299;22;38;930;9;97;0;624;282;890;220;30096;29744;150;196;624;13/04/2016;4;3,52E+15
14/04/2016;501;430;252;296;64;94;1030;9;97;0;642;347;760;160;29813;29274;207;276;642;14/04/2016;4;5,39E+15
15/04/2016;386;690;278;296;26;41;1130;13;102;0;528;306;900;280;29888;29272;115;196;528;15/04/2016;4;6,16E+15
16/04/2016;291;790;234;301;37;57;1190;24;113;0;355;269;900;590;30221;29888;184;242;355;16/04/2016;4;3,33E+15
17/04/2016;276;830;229;303;21;39;1200;36;125;0;320;247;890;650;30398;30197;127;173;320;17/04/2016;4;2,01E+15
18/04/2016;295;760;229;303;15;29;1160;42;131;0;349;236;870;660;30399;30212;92;138;349;18/04/2016;4;1,87E+16
19/04/2016;321;730;240;301;21;37;1130;43;132;0;424;219;880;370;30252;30023;104;161;424;19/04/2016;4;2,29E+15
20/04/2016;395;620;259;300;29;50;1090;43;132;0;535;266;900;270;30089;29897;138;196;535;20/04/2016;4;1,92E+16
21/04/2016;428;600;281;301;17;34;1070;45;133;0;593;247;900;260;30145;29983;92;173;593;21/04/2016;4;1,62E+16
22/04/2016;487;490;245;299;33;52;840;45;133;0;708;258;900;120;30105;2966;184;276;738;22/04/2016;4;4,45E+15
23/04/2016;461;510;254;296;50;79;910;48;136;0;682;329;820;130;2972;29341;242;403;728;23/04/2016;4;3,79E+15
24/04/2016;424;460;229;295;103;154;930;48;136;0;502;350;640;330;2972;29339;242;368;502;24/04/2016;4;3,81E+15
25/04/2016;449;540;282;295;35;58;1000;5;138;0;559;291;850;320;29724;29316;150;196;559;25/04/2016;4;4,08E+16
26/04/2016;359;680;254;295;53;85;850;67;155;0;458;298;910;340;29714;29364;184;253;458;26/04/2016;4;3,5E+16
27/04/2016;382;600;237;297;52;83;1010;69;157;0;501;263;910;280;29803;29638;173;253;501;27/04/2016;4;1,65E+16
28/04/2016;292;870;258;299;19;38;1210;75;163;0;321;270;920;790;30082;29743;69;115;321;28/04/2016;4;3,39E+15
29/04/2016;299;880;268;299;19;32;1200;89;178;0;346;273;910;810;3007;29871;92;115;346;29/04/2016;4;1,99E+16
30/04/2016;290;790;232;300;40;60;1210;96;185;0;352;252;900;610;30247;29884;184;219;352;30/04/2016;4;3,63E+16
1/05/2016;285;770;222;303;22;39;1210;1;186;0;337;260;830;640;30396;30217;138;184;337;1/05/2016;5;1,79E+16
2/05/2016;361;570;207;302;21;40;1050;1;186;0;539;133;830;280;30442;30056;104;138;539;2/05/2016;5;3,86E+16
3/05/2016;440;470;203;301;24;42;1090;1;186;0;609;256;840;100;30179;30049;138;196;609;3/05/2016;5;1,3E+14
4/05/2016;483;490;267;301;19;38;1180;1;186;0;661;258;860;200;30217;29905;127;184;661;4/05/2016;5;3,12E+15
5/05/2016;520;470;281;299;18;33;1200;1;186;0;721;318;820;150;30046;29729;150;207;750;5/05/2016;5;3,17E+16
6/05/2016;527;530;335;297;21;37;1120;4;189;0;727;380;840;160;29807;29555;173;265;756;6/05/2016;5;2,52E+15
7/05/2016;403;830;353;297;42;65;890;58;243;0;468;349;920;580;29856;29633;184;265;468;7/05/2016;5;2,23E+16
8/05/2016;425;580;284;296;48;74;760;66;251;0;516;363;750;330;29784;29476;196;288;516;8/05/2016;5;3,08E+16
9/05/2016;454;620;315;295;61;90;700;85;271;0;567;316;940;350;2957;29414;196;311;567;9/05/2016;5;1,56E+15
10/05/2016;456;540;285;297;60;91;1010;89;274;0;539;363;920;300;29964;29491;207;299;539;10/05/2016;5;4,73E+14
11/05/2016;430;400;185;300;48;76;1100;89;274;0;539;331;650;210;30231;29926;173;253;539;11/05/2016;5;3,05E+16
12/05/2016;473;390;179;301;50;80;1140;89;274;0;657;256;830;120;30245;29939;173;265;657;12/05/2016;5;3,06E+16
13/05/2016;525;430;265;299;57;89;1090;89;274;0;668;366;830;140;30046;29803;184;253;668;13/05/2016;5;2,43E+16
14/05/2016;400;800;342;301;36;60;1180;89;274;0;494;352;900;620;30136;29954;196;242;494;14/05/2016;5;1,82E+15
15/05/2016;429;820;375;298;30;48;1190;115;30;0;563;332;930;530;30023;29663;184;288;563;15/05/2016;5;3,6E+16
16/05/2016;370;910;346;299;23;40;900;15;335;0;442;324;940;860;30171;2968;115;173;442;16/05/2016;5;4,91E+16
17/05/2016;352;880;320;302;22;39;1100;152;337;0;385;321;920;810;3027;30157;92;115;385;17/05/2016;5;1,13E+16
18/05/2016;431;770;362;300;17;32;1190;158;343;0;580;337;910;460;30203;2987;115;184;580;18/05/2016;5;3,33E+15
19/05/2016;489;590;326;297;42;62;3190;162;347;0;659;307;930;250;29918;29515;150;207;659;19/05/2016;5;4,03E+15
20/05/2016;552;500;350;296;36;59;720;162;347;0;668;376;860;270;2969;29508;127;196;668;20/05/2016;5;1,82E+16
21/05/2016;558;530;368;296;24;42;1110;162;347;0;693;369;830;180;29748;29406;138;196;768;21/05/2016;5;3,42E+15
22/05/2016;548;410;303;295;59;94;500;162;347;0;631;391;700;240;29629;29417;207;322;631;22/05/2016;5;2,12E+16
23/05/2016;482;480;281;297;33;55;810;162;347;0;603;337;860;160;29774;29604;161;207;603;23/05/2016;5;1,7E+15
24/05/2016;474;660;359;297;21;40;1100;162;347;0;631;297;910;350;29891;29572;104;173;631;24/05/2016;5;3,19E+16
25/05/2016;487;410;219;298;54;81;3600;162;347;0;643;325;790;150;29887;29668;219;322;643;25/05/2016;5;2,19E+15
26/05/2016;432;660;320;298;22;37;970;162;347;0;565;315;860;410;29876;29679;115;184;565;26/05/2016;5;1,97E+16
27/05/2016;446;670;331;298;38;58;990;195;38;0;570;355;910;310;29856;29626;127;196;570;27/05/2016;5;2,3E+16
28/05/2016;491;540;317;299;65;95;950;198;383;0;612;340;920;270;29961;29726;196;265;612;28/05/2016;5;2,35E+16
29/05/2016;512;550;330;299;31;47;990;201;386;0;673;334;850;220;30104;29815;184;219;673;29/05/2016;5;2,89E+15
30/05/2016;515;520;316;298;39;61;970;201;386;0;674;340;870;190;29962;29716;230;322;674;30/05/2016;5;2,46E+16
31/05/2016;501;670;393;299;36;61;1150;201;386;0;590;412;870;460;29938;29752;150;196;590;31/05/2016;5;1,86E+16
1/06/2016;530;660;408;299;26;45;1170;7;393;0;645;415;920;380;30004;29786;138;184;645;1/06/2016;6;2,18E+16
2/06/2016;577;450;303;299;30;51;1060;7;393;0;760;353;910;130;30022;29752;127;207;762;2/06/2016;6;2,7E+15
3/06/2016;600;420;349;298;34;58;1130;7;393;0;773;430;650;190;29954;29743;138;196;771;3/06/2016;6;2,11E+16
4/06/2016;587;540;407;300;24;44;1120;7;393;0;716;421;860;310;30112;29898;115;184;773;4/06/2016;6;2,14E+16
5/06/2016;578;560;401;299;23;38;1050;8;394;0;758;393;870;230;29975;29737;115;184;775;5/06/2016;6;2,38E+15
6/06/2016;546;690;426;298;26;43;860;58;445;0;770;400;920;230;30003;29728;173;253;775;6/06/2016;6;2,75E+15
7/06/2016;560;670;437;298;22;36;760;6;446;0;740;401;950;280;29973;29652;173;253;775;7/06/2016;6;3,21E+16
8/06/2016;590;540;401;297;24;39;730;6;446;0;739;429;800;250;29795;29584;138;207;773;8/06/2016;6;2,11E+16
9/06/2016;616;560;425;296;27;45;730;74;461;0;818;460;920;160;29753;29575;173;253;796;9/06/2016;6;1,78E+16
10/06/2016;645;530;416;297;21;38;950;89;476;0;838;432;940;130;29903;29589;138;196;810;10/06/2016;6;3,14E+16
11/06/2016;629;510;426;297;35;60;910;9;477;0;789;452;800;230;29799;296;184;265;783;11/06/2016;6;1,99E+16
12/06/2016;604;600;446;298;26;46;1020;9;477;0;742;476;860;270;29903;29678;127;207;775;12/06/2016;6;2,25E+16
13/06/2016;538;730;447;298;27;47;930;117;503;0;679;425;930;360;29929;29678;173;253;679;13/06/2016;6;2,51E+16
14/06/2016;578;410;328;297;67;104;960;132;518;0;694;455;620;230;2979;29582;196;288;769;14/06/2016;6;2,08E+15
15/06/2016;626;380;334;296;33;58;1130;133;52;0;770;418;700;120;29784;295;138;253;770;15/06/2016;6;2,84E+15
16/06/2016;688;180;204;296;62;96;1140;133;52;0;824;492;570;80;29726;29486;173;276;799;16/06/2016;6;2,4E+16
17/06/2016;633;430;384;298;23;42;1120;133;52;0;773;448;760;190;29876;29709;173;207;774;17/06/2016;6;1,67E+15
18/06/2016;662;500;434;299;22;42;1090;133;52;0;818;457;870;90;3004;29747;115;173;797;18/06/2016;6;2,93E+16
19/06/2016;654;430;374;299;25;39;970;133;52;0;833;486;760;130;29977;29788;150;207;806;19/06/2016;6;1,89E+16
20/06/2016;622;600;478;300;28;49;1090;133;52;0;740;464;850;320;30033;29847;138;184;775;20/06/2016;6;1,86E+16
21/06/2016;721;420;393;297;36;58;1000;133;52;0;927;474;940;100;29936;29476;161;265;884;21/06/2016;6;4,6E+16
22/06/2016;653;430;407;297;35;57;1150;136;523;0;758;528;750;210;29918;29511;184;288;775;22/06/2016;6;4,07E+16
23/06/2016;635;510;416;298;46;71;1070;143;529;0;822;448;860;190;29942;29614;196;265;800;23/06/2016;6;3,28E+15
24/06/2016;639;550;441;297;37;58;980;144;53;0;843;448;930;150;29801;29594;242;380;814;24/06/2016;6;2,07E+15
25/06/2016;655;440;410;297;44;73;1110;145;531;0;801;496;800;180;29845;29624;207;288;791;25/06/2016;6;2,21E+16
26/06/2016;648;440;360;299;26;46;1070;145;531;0;836;432;900;60;29962;29784;150;207;808;26/06/2016;6;1,78E+16
27/06/2016;646;440;390;299;26;46;1060;145;531;0;826;412;780;100;30011;29851;138;196;802;27/06/2016;6;1,6E+16
28/06/2016;658;500;425;299;19;36;1070;145;531;0;830;468;900;140;30025;29761;127;184;805;28/06/2016;6;2,64E+16
29/06/2016;658;460;394;298;42;67;1070;146;532;0;870;457;920;110;29893;29687;253;334;834;29/06/2016;6;2,06E+16
30/06/2016;575;660;456;299;18;34;1060;169;555;0;709;467;900;320;30018;29713;104;161;775;30/06/2016;6;3,05E+15
1/07/2016;594;730;499;298;29;46;1060;2;557;0;715;532;930;370;29938;29692;138;196;774;1/07/2016;7;2,46E+16
2/07/2016;590;690;484;297;13;24;1040;2;557;0;678;507;890;430;29799;29685;115;173;678;2/07/2016;7;1,14E+16
3/07/2016;659;410;381;297;59;94;1100;2;557;0;832;498;850;150;29807;29622;173;265;805;3/07/2016;7;1,85E+16
4/07/2016;695;310;365;296;78;117;1160;2;557;0;811;615;420;160;29697;29556;184;276;792;4/07/2016;7;1,41E+16
5/07/2016;671;360;385;296;52;87;1180;2;557;0;785;528;640;190;29663;29539;161;265;780;5/07/2016;7;1,24E+16
6/07/2016;649;380;315;296;53;82;1110;2;557;0;809;438;850;120;29786;29442;207;288;789;6/07/2016;7;3,44E+15
7/07/2016;640;300;294;297;36;59;1180;2;557;0;834;419;630;120;29775;29519;161;311;807;7/07/2016;7;2,56E+15
8/07/2016;629;460;373;297;21;40;1150;6;561;0;851;426;800;110;29859;29668;173;276;819;8/07/2016;7;1,91E+15
9/07/2016;676;380;320;297;47;73;1120;6;561;0;859;411;840;100;29926;29537;207;276;826;9/07/2016;7;3,89E+16
10/07/2016;722;210;269;294;68;105;1170;6;561;0;866;536;450;90;29572;29231;219;334;832;10/07/2016;7;3,41E+15
11/07/2016;688;180;229;294;82;128;1150;6;561;0;766;595;290;120;29634;29178;253;368;762;11/07/2016;7;4,56E+15
12/07/2016;646;280;252;296;40;66;1160;6;561;0;803;421;690;90;29758;29554;196;276;783;12/07/2016;7;2,04E+16
13/07/2016;656;240;224;297;33;57;1190;6;561;0;878;401;600;70;29807;29659;173;265;842;13/07/2016;7;1,48E+15
14/07/2016;610;380;341;298;30;54;1180;6;561;0;758;411;640;250;29903;29767;127;196;771;14/07/2016;7;1,36E+16
15/07/2016;597;580;409;298;29;51;1180;6;561;0;816;406;880;90;29911;29669;161;196;793;15/07/2016;7;2,42E+16
16/07/2016;658;460;354;297;36;59;1120;6;561;0;882;422;910;90;29807;29518;196;276;844;16/07/2016;7;2,89E+15
17/07/2016;660;410;397;297;34;60;1200;6;561;0;805;492;660;180;29791;29557;207;299;790;17/07/2016;7;2,34E+16
18/07/2016;653;530;440;298;27;46;1180;6;561;0;867;495;860;160;29939;29756;150;207;833;18/07/2016;7;1,83E+16
19/07/2016;723;370;430;297;60;94;1190;6;561;0;857;542;760;200;29848;29614;161;265;827;19/07/2016;7;2,34E+15
20/07/2016;679;490;452;298;46;73;1170;22;577;0;855;523;860;170;29849;2967;150;196;823;20/07/2016;7;1,79E+15
21/07/2016;694;420;428;298;33;55;1150;23;579;0;857;562;780;160;29959;29726;196;265;824;21/07/2016;7;2,33E+16
22/07/2016;704;420;433;298;45;70;1170;23;579;0;880;517;760;190;29969;29598;138;207;846;22/07/2016;7;3,71E+15
23/07/2016;743;270;369;296;63;97;1200;23;579;0;899;601;500;140;29692;29507;161;288;859;23/07/2016;7;1,85E+16
24/07/2016;672;420;396;297;50;78;1180;24;58;0;841;514;810;120;29868;29606;242;357;812;24/07/2016;7;2,62E+15
25/07/2016;668;450;374;298;28;46;1170;24;58;0;876;443;920;70;29923;29661;184;276;840;25/07/2016;7;2,62E+15
26/07/2016;659;310;324;298;39;62;1180;24;58;0;845;479;600;110;29893;29682;207;265;815;26/07/2016;7;2,11E+16
27/07/2016;675;380;394;298;28;50;1190;24;58;0;828;476;620;160;29891;29666;127;184;808;27/07/2016;7;2,25E+16
28/07/2016;635;620;481;298;30;54;1180;24;58;0;863;480;860;100;29866;2964;150;253;829;28/07/2016;7;2,26E+15
29/07/2016;653;620;508;297;34;60;1200;24;58;0;770;536;880;330;29842;29622;150;196;781;29/07/2016;7;2,2E+16
30/07/2016;670;510;421;296;31;56;1170;24;58;0;895;454;920;90;2975;29492;150;219;855;30/07/2016;7;2,58E+15
31/07/2016;613;620;449;297;32;50;1170;72;628;0;853;476;890;170;29848;29521;161;242;821;31/07/2016;7;3,27E+15
1/08/2016;681;400;365;297;28;47;1190;0;628;0;876;482;890;120;29834;2959;150;219;839;1/08/2016;8;2,44E+16
2/08/2016;599;590;440;299;21;35;1180;14;642;0;805;462;860;240;30029;29763;173;219;792;2/08/2016;8;2,66E+16
3/08/2016;658;540;442;298;25;42;1180;14;642;0;836;455;930;160;29997;29571;207;276;810;3/08/2016;8;4,26E+15
4/08/2016;565;610;422;298;13;24;1190;16;644;0;620;508;860;380;29962;29635;81;115;620;4/08/2016;8;3,27E+15
5/08/2016;549;770;477;299;7;16;1170;19;647;0;592;502;880;610;29967;29856;46;58;592;5/08/2016;8;1,11E+15
6/08/2016;589;740;497;298;18;34;1180;19;647;0;740;480;940;360;29874;29711;127;219;774;6/08/2016;8;1,63E+16
7/08/2016;652;520;443;297;25;47;1190;21;648;0;792;470;890;260;29847;29536;115;161;786;7/08/2016;8;3,11E+16
8/08/2016;685;360;386;296;52;83;1190;21;648;0;804;545;600;190;2972;29491;184;265;788;8/08/2016;8;2,29E+15
9/08/2016;665;410;393;296;42;69;1160;22;65;0;907;480;730;110;29735;29482;184;288;865;9/08/2016;8;2,53E+15
10/08/2016;635;490;407;297;37;61;1160;25;652;0;836;452;780;160;29842;29537;242;322;809;10/08/2016;8;3,05E+15
11/08/2016;664;360;367;297;58;91;1150;25;652;0;792;512;770;40;29832;29572;184;299;781;11/08/2016;8;2,6E+16
12/08/2016;578;490;370;299;22;41;1200;25;652;0;737;389;810;270;30004;29806;127;173;773;12/08/2016;8;1,98E+15
13/08/2016;586;440;325;299;23;41;1210;25;652;0;765;389;830;140;30015;29836;150;196;764;13/08/2016;8;1,79E+16
14/08/2016;611;380;296;299;18;34;1190;25;652;0;805;385;810;110;30018;29735;104;184;786;14/08/2016;8;2,83E+16
15/08/2016;600;370;306;299;23;40;1180;28;655;0;825;411;620;110;30063;29758;161;265;800;15/08/2016;8;3,05E+15
16/08/2016;601;450;361;299;19;34;1150;28;655;0;798;402;810;160;30056;29797;138;196;784;16/08/2016;8;2,59E+16
17/08/2016;614;430;344;299;19;37;1150;28;655;0;807;409;820;130;2999;2974;127;196;788;17/08/2016;8;25
18/08/2016;569;590;411;298;22;35;1080;48;675;0;754;432;890;220;30013;29706;161;242;772;18/08/2016;8;3,07E+16
19/08/2016;522;800;455;299;23;41;1100;64;691;0;693;435;930;340;29974;29695;138;196;773;19/08/2016;8;2,79E+15
20/08/2016;533;660;409;299;24;43;1150;65;692;0;678;398;900;380;30001;29772;127;161;678;20/08/2016;8;2,29E+16
21/08/2016;487;650;360;298;6;12;1060;65;692;0;640;396;850;290;29911;29638;35;58;640;21/08/2016;8;2,73E+15
22/08/2016;606;390;329;297;50;78;1090;65;692;0;777;455;660;150;29794;29333;276;345;770;22/08/2016;8;4,61E+15
23/08/2016;643;310;327;297;58;82;1120;65;692;0;739;580;510;150;29894;29333;184;265;759;23/08/2016;8;5,61E+15
24/08/2016;541;650;421;299;21;28;1120;72;699;0;618;419;900;440;30049;29751;173;219;618;24/08/2016;8;2,98E+16
25/08/2016;478;790;409;301;20;29;940;85;712;0;624;359;950;430;30219;29946;127;161;624;25/08/2016;8;2,73E+15
26/08/2016;555;540;372;299;39;53;980;86;714;0;707;455;840;240;2998;29728;242;265;771;26/08/2016;8;2,52E+15
27/08/2016;571;510;382;298;24;29;870;86;714;0;753;432;820;260;3001;29608;138;138;777;27/08/2016;8;4,02E+14
28/08/2016;550;540;379;300;8;10;780;86;714;0;740;393;790;430;30165;2985;196;196;773;28/08/2016;8;3,15E+15
29/08/2016;566;560;388;300;20;27;1070;10;728;0;740;436;870;220;30258;29736;196;207;762;29/08/2016;8;5,22E+15
30/08/2016;580;620;432;300;13;16;970;10;728;0;721;425;920;350;30272;29842;115;138;774;30/08/2016;8;4,3E+15
31/08/2016;584;670;460;300;11;14;940;10;728;0;728;403;930;410;3024;29774;115;127;775;31/08/2016;8;4,66E+15
1/09/2016;599;650;456;299;11;14;0;0;728;0;794;416;930;310;3017;29742;115;127;789;1/09/2016;9;4,28E+15
2/09/2016;598;560;434;297;27;31;90;1;729;0;725;491;690;300;29891;29495;196;196;773;2/09/2016;9;3,96E+16
3/09/2016;599;600;436;298;18;22;730;6;734;0;758;441;860;270;29941;2946;196;196;775;3/09/2016;9;4,81E+15
4/09/2016;579;560;391;296;37;46;930;7;735;0;756;441;890;190;29832;29429;173;196;769;4/09/2016;9;4,03E+16
5/09/2016;588;410;276;297;21;27;870;7;735;0;776;359;850;120;29897;29538;138;196;767;5/09/2016;9;3,59E+15
6/09/2016;570;520;366;298;35;41;1130;7;735;0;781;393;880;110;30039;29623;253;265;777;6/09/2016;9;4,16E+16
7/09/2016;586;540;358;298;37;45;1170;7;735;0;779;426;920;110;29913;29581;230;265;768;7/09/2016;9;3,32E+16
8/09/2016;591;360;256;298;37;45;1190;7;735;0;814;341;720;100;30183;29646;196;196;792;8/09/2016;9;5,37E+14
9/09/2016;540;390;274;299;36;46;1180;7;735;0;735;359;800;150;30251;29639;184;207;756;9/09/2016;9;6,12E+15
10/09/2016;526;460;261;301;19;28;1190;7;735;0;754;264;900;80;30361;2966;127;184;761;10/09/2016;9;7,01E+15
11/09/2016;672;150;158;296;43;48;1150;7;735;0;820;494;410;100;29812;29375;242;242;796;11/09/2016;9;4,37E+16
12/09/2016;580;450;360;297;43;50;980;8;736;0;718;473;760;310;29896;29346;265;276;771;12/09/2016;9;5,5E+15
13/09/2016;505;790;441;299;21;25;1080;8;736;0;596;457;910;610;30065;29674;173;173;596;13/09/2016;9;3,91E+15
14/09/2016;532;630;387;299;22;30;240;1;737;0;708;355;940;260;30115;29725;196;288;771;14/09/2016;9;3,9E+14
15/09/2016;524;460;290;298;46;67;1080;1;737;0;685;347;830;180;30016;29717;242;299;746;15/09/2016;9;2,99E+15
16/09/2016;477;560;313;300;15;27;1040;1;737;0;630;306;850;270;30116;29905;127;173;630;16/09/2016;9;2,11E+16
17/09/2016;535;410;228;299;38;60;1110;1;737;0;727;313;890;110;30088;29758;184;276;736;17/09/2016;9;3,3E+16
18/09/2016;659;200;235;297;91;130;1120;1;737;0;790;544;270;150;29776;29598;288;380;777;18/09/2016;9;1,78E+16
19/09/2016;675;190;218;298;52;78;1190;1;737;0;818;489;360;100;29869;29664;173;265;794;19/09/2016;9;2,05E+15
20/09/2016;606;240;206;298;26;40;1190;1;737;0;761;445;470;100;29968;29729;184;184;755;20/09/2016;9;2,39E+16
21/09/2016;632;340;339;297;43;67;1180;1;737;0;718;529;600;220;29774;29625;127;196;766;21/09/2016;9;1,49E+15
22/09/2016;566;630;435;297;29;43;1130;1;737;0;716;409;800;400;29812;29446;138;161;775;22/09/2016;9;3,66E+16
23/09/2016;542;560;360;295;50;60;1060;1;737;0;721;358;940;280;29699;29348;253;265;765;23/09/2016;9;3,51E+16
24/09/2016;438;500;263;299;61;68;1200;13;741;0;477;370;950;440;30112;29315;242;265;477;24/09/2016;9;7,97E+14
25/09/2016;480;480;283;302;27;31;990;13;741;0;616;346;740;270;30327;30059;138;138;616;25/09/2016;9;2,68E+15
26/09/2016;481;530;279;303;12;15;1080;13;741;0;684;270;860;230;30439;30084;115;115;746;26/09/2016;9;3,55E+15
27/09/2016;522;450;265;300;14;20;1180;13;741;0;739;291;860;160;30362;29904;127;127;766;27/09/2016;9;4,58E+15
28/09/2016;534;410;275;301;10;13;1150;13;741;0;706;327;700;220;30377;29951;115;127;748;28/09/2016;9;4,26E+15
29/09/2016;557;470;320;301;10;12;1100;13;741;0;765;334;790;170;30419;29869;184;184;783;29/09/2016;9;5,5E+15
30/09/2016;527;580;378;300;23;27;1100;17;745;0;653;423;840;370;3015;29828;138;161;653;30/09/2016;9;3,22E+15
1/10/2016;491;660;347;299;9;11;700;0;745;0;744;340;920;280;30094;29718;184;196;766;1/10/2016;10;3,76E+15
2/10/2016;525;420;279;297;15;17;1040;0;745;0;683;372;800;240;30132;29515;104;115;768;2/10/2016;10;6,17E+15
3/10/2016;460;500;250;295;61;76;1150;0;745;0;629;324;870;220;29815;29337;357;357;629;3/10/2016;10;4,78E+16
4/10/2016;422;330;150;296;95;126;1100;0;745;0;513;341;430;270;29767;29454;276;334;513;4/10/2016;10;3,13E+16
5/10/2016;445;340;170;298;75;96;1120;0;745;0;551;365;560;220;29878;29689;242;311;551;5/10/2016;10;1,89E+16
6/10/2016;374;660;262;300;24;35;1120;8;753;0;482;279;910;310;30277;29774;219;219;482;6/10/2016;10;5,03E+15
